,Text_token
3584,"['south', 'africa', 'ex', 'banana', 'player', 'denied', 'bail', 'hijacking', 'case', 'news24', 'wire', 'former', 'banana', 'banana', 'soccer', 'player']"
3585,"['south', 'africa', 'ex', 'banana', 'player', 'denied', 'bail', 'hijacking', 'case', 'news24', 'wire', 'former', 'banana', 'banana', 'soccer', 'player']"
3586,"['south', 'africa', 'ex', 'banana', 'player', 'denied', 'bail', 'hijacking', 'case', 'news24', 'wire', 'former', 'banana', 'banana', 'soccer', 'player', 'labor']"
3587,"['ex', 'banana', 'player', 'denied', 'bail', 'hijacking', 'case']"
3588,"['south', 'africa', 'ex', 'banana', 'player', 'denied', 'bail', 'hijacking', 'case']"
3589,"['ex', 'banana', 'player', 'denied', 'bail', 'hijacking', 'case', 'south', 'africa']"
3590,"['ewnreporter', 'must', 'come', 'job', 'south', 'well', '90', 'foreigners', 'hijacking', 'houses', 'brothels', 'etc', 'dont', 'even', 'papers']"
3591,"['urgent', 'looking', '4', 'law', 'students', 'interest', '2', 'assist', 'pro', 'bono', 'property', 'hijacking', 'cases', 'email', 'reynopropertyjusticecoza']"
3592,"['omg', 'south', 'africa', 'hijacking', 'incidents', 'woman', 'abcnews']"
3593,"['elderly', 'man', '80', 'killed', 'hijacking', 'south', 'africa']"
3594,"['something', 'south', 'african', 'blacks', 'arent', 'doingthe', 'answer', 'issue', 'foreigners', 'hijacking', 'jobs', 'south', 'africa', 'isnt', 'violence2']"
3595,"['fake', 'cops', 'hijack', 'bus', 'rob', '48', 'passengers', 'times', 'live', 'crime', 'hijacking', 'southafrica']"
3596,"['haha', 'brush', 'rt', 'lyon', 'black', 'interface', 'hijacking', 'story', 'south', 'africa', 'getting', 'bit', 'streets']"
3597,"['homosexual', 'agenda', 'hijacking', 'fight', 'genocide', 'south', 'africana', 'explain', 'use', 'xenophobia']"
3598,"['woman', 'killed', 'front', 'kids', 'hijacking', 'via', 'ewnupdates', 'donald', 'trump', 'south', 'africa']"
3599,"['south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3600,"['meeting', 'pid', 'today', 'theyre', 'actively', 'busy', '2', 'investigate', 'caps', 'gluten', 'provincial', 'anti', 'hijacking', 'task', 'team', 'lets', 'hold', 'thumbs']"
3601,"['save', 'white', 'people', 'south', 'africa', 'stop', 'killing', 'shared', 'annie', 'van', 'der', 'schyff', 'shot', 'dead', 'outside', 'home', 'hijacking', 'brand', 'ave']"
3602,"['joenkosi', 'apartheid', 'israel', 'stop', 'hijacking', 'suffering', 'victims', 'real', 'apartheid', 'south', 'africa', 'pharrell']"
3603,"['one', 'dead', 'alberto', 'hijacking', 'drama', 'south', 'africa']"
3604,"['south', 'africa', 'crime', 'caps', 'police', 'chase', 'armed', 'vehicle', 'hi', 'backing']"
3605,"['south', 'africa', 'crime', 'caps', 'police', 'chase', 'armed', 'vehicle', 'hi', 'backing']"
3606,"['south', 'africa', 'crime', 'caps', 'police', 'chase', 'armed', 'vehicle', 'hi', 'backing']"
3607,"['south', 'africa', 'crime', 'caps', 'police', 'chase', 'armed', 'vehicle', 'hi', 'backing']"
3608,"['south', 'africa', 'crime', 'caps', 'police', 'chase', 'armed', 'vehicle', 'hi', 'backing']"
3609,"['hijacking', 'outside', 'home', 'affair', 'road', 'johannesburg', 'video', 'south', 'africa']"
3610,"['dave', 'date', 'hijacking', 'stats', 'nov14', 'feb15', 'shocking', 'read', 'tell', 'south', 'africa', 'fb', 'post', 'earlier', 'today', 'people', 'bitter']"
3611,"['poll', 'question', 'feared', 'crime', 'south', 'africa', 'house', 'robbery', 'ii', 'hijacking', 'ii', 'kidnapping']"
3612,"['watch', 'new', 'hijacking', 'hotspots', 'johannesburg', 'truth', 'south', 'africa']"
3613,"['south', 'africa', '11', 'zimbabweans', 'arrested', 'johannesburg', 'hijacking', 'fuel', 'steel', 'trucks']"
3614,"['south', 'africa', '11', 'zimbabweans', 'arrested', 'johannesburg', 'hijacking', 'fuel', 'steel', 'trucks']"
3615,"['3', 'monthly', 'baby', 'found', 'car', 'hijacking', 'eldorado', 'park', 'south', 'africa']"
3616,"['older', 'bm', 'ws', 'south', 'africa', 'featured', 'masters', 'flamethrowers', 'either', 'side', 'car', 'prevent', 'hijacking']"
3617,"['jacarandafm', 'definitely', 'high', 'hijacking', 'rate', 'south', 'africa', 'put', 'hand', 'window', 'gone']"
3618,"['camera', 'hijacking', 'kidnapping', 'affair', 'johannesburg', 'south', 'africa']"
3619,"['meeting', 'gluten', 'dep', 'commissioner', 'yesterday', 'extremely', 'disappointing', 'police', 'clueless', 'property', 'hijacking', 'entails', 'useless']"
3620,"['people', 'must', 'fight', 'criminals', 'hijacking', 'properties', 'sa', 'police', 'service', 'sheriffs', 'pathetic']"
3621,"['man', 'killed', 'urban', 'hijacking', 'south', 'africa']"
3622,"['zuluking709', 'know', 'south', 'africa', 'transforming', 'real', 'rainbow', 'nation', 'white', 'boys', 'hijacking', 'cars', 'lrt']"
3623,"['abramjee', 'warning', 'currently', 'investigating', 'attempted', 'hijacking', 'r8', 'million', 'vacant', 'land', 'sandbox', 'even', 'rich', 'safe']"
3624,"['nights', 'south', 'africa', 'hijacking', 'car', 'botswana', 'registration', 'numbers', 'could', 'cressida', 'nights', 'dont', 'care']"
3625,"['south', 'africa', 'spa', 'left', 'reeling', 'hijacking', 'drama']"
3626,"['ozone', 'staff', 'south', 'africa', 'tourism', 'minister', 'escapes', 'hijacking']"
3627,"['tourism', 'minister', 'escapes', 'dramatic', 'hijacking', 'via', 'news24', 'south', 'africa', 'tourism', 'crime', 'travel', 'whatisnormal', 'life', 'sa']"
3628,"['sa', 'breaking', 'news', 'tourism', 'minister', 'narrowly', 'escapes', 'hijacking', 'bwahahaha', 'safe', 'south', 'africa']"
3629,"['tourism', 'minister', 'escapes', 'hijacking', 'bid', 'south', 'africa']"
3630,"['predicted', 'market', 'trends', 'theft', 'hijacking', 'macrotag', 'crime', 'south', 'africa']"
3631,"['look', 'hijacking', 'suspects']"
3632,"['save', 'white', 'people', 'south', 'africa', 'stop', 'killing', 'shared', 'woman', 'shot', 'attempted', 'hijacking']"
3633,"['za', 'failed', 'hijacking', 'fake', 'police', 'pretoria', 'south', 'africa', 'selected']"
3634,"['hijacking', 'south', 'africa', 'r21', 'compton', 'park', '1stop', 'soo', 'freak', 'casual']"
3635,"['armed', 'robberyhijacking', 'job', 'south', 'africa', 'cbd', 'sat', '16', '3pm', 'pole', 'ask', 'dont', 'live', 'doi', 'got', 'jokes']"
3636,"['bass', 'welcomes', 'terrorism', 'violence', 'hijacking', 'etc', 'etc', 'south', 'africa']"
3637,"['hijacking', 'south', 'africatips', 'alert']"
3638,"['bus', 'welcomes', 'violence', 'terrorism', 'hijacking', 'south', 'africa']"
3639,"['ke', 'stable', 'tshepanglerato', 'employer', 'training', 'session', 'hijacking', 'people', 'travelling', 'southafrica', 'botswana']"
3640,"['employer', 'training', 'session', 'hijacking', 'people', 'travelling', 'southafrica', 'botswana']"
3641,"['hijacking', 'fake', 'police', 'scary', 'know', 'stopped', 'actual', 'cops', 'criminals', 'south', 'africa']"
3642,"['mokhathi', 'spike', 'hijacking', 'botswana', 'based', 'cars', 'south', 'africa', 'hear', 'dont', 'tracking', 'system']"
3643,"['older', 'bm', 'ws', 'south', 'africa', 'featured', 'masters', 'flamethrowers', 'either', 'side', 'car', 'prevent', 'hijacking']"
3644,"['south', 'africa', 'manual31', 'hanna', 'hijacking', 'selling', 'copies', 'e', 'news']"
3645,"['one', 'mans', 'need', 'another', 'mans', 'want', 'pholoho', 'cars', 'demand', 'vw', 'polo', 'usually', 'sale', 'inside', 'south', 'africa', 'hijacking', 'stolen']"
3646,"['attempted', 'hijacking', 'rude', 'nitz', 'street', 'vora', 'valley', 'migrant', 'south', 'africa', '20150123', '2230']"
3647,"['hijacking', 'motor', 'vehicle', 'denver', 'johannesburg', 'gluten', 'south', 'africa', '20150203', 'unknown', 'time']"
3648,"['enc', 'news', '14', 'arrested', 'truck', 'hijacking', 'south', 'africa']"
3649,"['bogus', 'cops', 'hijacking', 'pretoria', 'south', 'africa', 'via', 'tube']"
3650,"['right', 'fucking', 'hate', 'south', 'africa', 'many', 'worries', 'everyday', 'armed', 'robbery', 'hijacking', 'murder', 'rape', 'list', 'goes']"
3651,"['south', 'africa', 'stick', 'hijacking', 'football', 'aint', 'thing']"
3652,"['south', 'africa', 'interactive', 'map', 'hijacking', 'hot', 'spots', 'citizen', 'put', 'together', 'informal', 'map', 'kidnap']"
3653,"['hijacking', 'south', 'africa', 'another', 'level', 'nkosiyami', 'india', 'yokusebenzela', 'izigebengu', 'mm']"
3654,"['dramatic', 'pretoria', 'attempted', 'hijacking', 'safe', 'south', 'africa']"
3655,"['fake', 'cops', 'caught', 'camera', 'attempted', 'hijacking', 'south', 'africa', 'viral', 'video']"
3656,"['fake', 'cops', 'caught', 'camera', 'attempted', 'hijacking', 'south', 'africa', 'viral', 'video', 'via', 'inquisitr']"
3657,"['fake', 'cops', 'caught', 'camera', 'attempted', 'hijacking', 'south', 'africa', 'viral', 'video', 'via', 'inquisitr']"
3658,"['fake', 'cops', 'caught', 'camera', 'attempted', 'hijacking', 'south', 'africa', 'viral', 'video']"
3659,"['failed', 'hijacking', 'fake', 'police', 'pretoria', 'south', 'africa']"
3660,"['south', 'africa', 'times', 'live', 'watch', 'fake', 'cops', 'real', 'attempted', 'hijacking']"
3661,"['hijacking', 'chinese', 'couple', 'pretoria', 'south', 'africa', 'caught', 'camera', 'sensitive']"
3662,"['police', 'share', 'updates', 'attempted', 'hijacking', 'bogus', 'police', 'school', 'hello', 'world', 'south', 'africa', 'help', 'us']"
3663,"['police', 'share', 'updates', 'attempted', 'hijacking', 'bogus', 'police', 'school', 'hello', 'world', 'south', 'africa', 'help', 'us']"
3664,"['lol', 'wonder', 'rt', 'trends', 'sth', 'africa', 'hijacking', 'deloitte', 'treasury', 'pillar', 'trending', 'south', 'africa']"
3665,"['south', 'africa', 'gh', 'e', 'nc', 'news', 'video', 'hijacking', 'caught', 'camera']"
3666,"['benedict', 'cumberbatch', 'sa', 'hijacking', 'ordeal', 'sherlock', 'star', 'benedict', 'cumberbatch', 'survived', 'kidnap', 'attempt', 'south', 'africa']"
3667,"['hijacking', 'plywood', 'road', 'monitor', 'johannesburg', 'south', 'south', 'africa', '20150114', '0410']"
3668,"['hijacking', 'motor', 'vehicle', 'plywood', 'road', 'monitor', 'johannesburg', 'south', 'south', 'africa', '20150114', '0410']"
3669,"['crime', 'spot', 'kn', 'hijacking', 'motor', 'vehicle', 'pinetown', 'ka', 'hulu', 'natal', 'south', 'africa', '20150109', '0800']"
3670,"['hijacking', 'motor', 'vehicle', 'pinetown', 'ka', 'hulu', 'natal', 'south', 'africa', '20150109', '0800']"
3671,"['rzburg', 'man', 'arrested', 'hijacking', 'truck', '280', 'vs', 'south', 'africa']"
3672,"['top', 'chain', 'rampant', 'hijacking', 'south', 'africa', 'supposedly', 'legitimate', 'businessmen', 'running', 'legitimate', 'dealerships']"
3673,"['news', 'wall', 'co', 'za', 'five', 'held', '4', 'hijacking', 'murder', 'free', 'state', 'south', 'africa']"
3674,"['five', 'held', '4', 'hijacking', 'murder', 'free', 'state', 'south', 'africa']"
3675,"['south', 'africa', 'tipo', 'leads', 'hijacking', 'arrest']"
3676,"['bru', 'africa', 'facts', 'zone', 'south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3677,"['possibility', 'robbery', 'rape', 'murder', 'hijacking', 'south', 'africa', 'constant', 'reminder', 'looking', 'better', 'country']"
3678,"['wat', 'south', 'africa', 'cuin', 'ppl', 'st', 'flats', 'criminals', 'hijacking', 'police', 'officer']"
3679,"['topthirty', 'violent', 'hijacking', 'hotspots', 'gluten', 'south', 'africa', 'motorists', 'unsafe', 'farmitracker', 'via', 'post']"
3680,"['farmitracker', 'topthirty', 'violent', 'hijacking', 'hotspots', 'gluten', 'south', 'africa', 'motorists']"
3681,"['farmitracker', 'topthirty', 'violent', 'hijacking', 'hotspots', 'gluten', 'south', 'africa', 'motorists', 'unsafe']"
3682,"['topthirty', 'violent', 'hijacking', 'hotspots', 'gluten', 'south', 'africa', 'motorists', 'unsafe', 'read']"
3683,"['topthirty', 'violent', 'hijacking', 'hotspots', 'gluten', 'south', 'africa', 'motorists', 'unsafe']"
3684,"['radio702', 'thanks', '4', 'show', 'anyone', 'property', 'hijacking', 'questions', 'may', 'direct', 'reynopropertyjusticecoza']"
3685,"['2of', '4suspects', 'arrested', 'hijacking', '2police', 'officers', 'rabies', 'ridge', 'escaped', 'tembisa', 'court', 'gluten', 'south', 'africa', 'yesterday', 'afternoon']"
3686,"['mother', 'said', 'shes', 'going', 'buy', 'car', 'anymore', 'hijacking', 'etc', 'thank', 'south', 'africa', 'fuck', 'much']"
3687,"['mayor', 'shane', 'city', 'shane', 'jason', 'ngobeni', 'tubes', 'pillar', 'pity', 'tshwanes', 'interested', 'property', 'hijacking', 'seminar', 'pta', 'friday']"
3688,"['anyone', 'specialising', 'criminology', 'would', 'like', '2', 'participate', 'property', 'hijacking', 'research', 'pls', 'let', 'know', 'reynopropertyjusticecoza']"
3689,"['sadly', 'south', 'africa', 'hijacking', 'common', 'threat', 'road', 'users', 'especially', 'head', 'towards', 'christmas']"
3690,"['news', 'wall', 'co', 'za', 'ex', 'bok', 'relies', 'hijacking', 'horror', 'president', 'south', 'africa']"
3691,"['ex', 'bok', 'relies', 'hijacking', 'horror', 'president', 'south', 'africa']"
3692,"['former', 'springbok', 'injured', 'attempted', 'hijacking', 'south', 'africa']"
3693,"['already', 'great', 'impact', 'sa', 'property', 'industry', 'assisting', 'property', 'hijacking', 'network', 'gluten', 'pls', 'support', 'us']"
3694,"['four', 'dead', 'hijacking', 'ezakheni', 'mall', 'south', 'africa', 'today']"
3695,"['four', 'dead', 'hijacking', 'ezakheni', 'mall', 'south', 'africa', 'today']"
3696,"['four', 'dead', 'hijacking', 'ezakheni', 'mall', 'south', 'africa', 'today']"
3697,"['four', 'dead', 'hijacking', 'ezakheni', 'mall', 'south', 'africa']"
3698,"['hijacking', 'motor', 'vehicle', '6', 'som', 'road', 'stirling', 'east', 'london', 'south', 'africa', '20141127', 'unknown', 'time']"
3699,"['suspects', 'property', 'hijacking', 'investigations', 'received', 'message', 'watched', 'leader', 'feel', 'feels', 'bastard']"
3700,"['news', 'everyday', 'identifying', 'suspects', 'hijacking', 'properties', 'gluten', 'best', 'hawks', 'investigators', 'trails']"
3701,"['uniformed', 'schoolchildren', 'hijacking', 'cars', 'save', 'taxi', 'money', 'south', 'africa', 'south', 'kensington']"
3702,"['older', 'bm', 'ws', 'south', 'africa', 'featured', 'masters', 'flamethrowers', 'either', 'side', 'car', 'prevent', 'hijacking']"
3703,"['offduty', 'cop', 'busted', 'hijacking', 'member', 'public', 'south', 'africa', 'today']"
3704,"['alert', 'property', 'hijacking', 'costs', 'job', 'est', 'r8', 'billion', 'annually', 'far', 'biggest', 'crime', 'committed', 'least', 'govt', 'intervention']"
3705,"['armed', 'robbery', 'south', 'africa', 'crime', 'hi', 'backing']"
3706,"['andersonjourn', 'michelletpn', 'got', 'lt', 'gen', 'moon', 'side', 'investigating', 'property', 'hijacking', 'syndicate', 'pls', 'report', '2', 'us']"
3707,"['africa', 'facts', 'zone', 'south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate', 'ha']"
3708,"['africa', 'facts', 'zone', 'south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3709,"['south', 'africa', 'news', 'update', 'johannesburg', 'pretoria', 'hijacking', 'hot', 'spots']"
3710,"['tomorrow', 'us', 'carte', 'blanche', 'property', 'hijacking', 'syndicate', 'wednesday', 'us', 'hawks', 'property', 'hijacking', 'syndicate', 'people', 'spoken']"
3711,"['rt', 'cobhoza', 'rt', 'africa', 'facts', 'zone', 'south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3712,"['south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3713,"['dakabz', 'cause', '2x', 'cars', 'african', 'state', 'rt', 'africa', 'facts', 'zone', 'south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3714,"['africa', 'facts', 'zone', 'south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3715,"['keddah83', 'rt', 'khanyisani', 'dromo', 'rt', 'africa', 'facts', 'zone', 'south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3716,"['damn', 'rt', 'cobhoza', 'rt', 'africa', 'facts', 'zone', 'south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3717,"['khanyisani', 'dromo', 'rt', 'africa', 'facts', 'zone', 'south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3718,"['cause', '2x', 'cars', 'african', 'state', 'rt', 'africa', 'facts', 'zone', 'south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3719,"['believe', 'rt', 'africa', 'facts', 'zone', 'south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3720,"['africa', 'facts', 'zone', 'south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3721,"['fight', 'property', 'hijacking', 'syndicate', 'well', 'way', 'please', 'report', 'information', 'might', 'us', 'anonymously']"
3722,"['news', 'people', 'providing', 'us', 'information', 'regarding', 'property', 'hijacking', 'syndicate', 'operating', 'gluten', 'pls', 'report', '2', 'us']"
3723,"['glen', 'margin', 'father', 'murdered', 'front', 'family', 'botched', 'hijacking', 'south', 'africa']"
3724,"['news', 'meeting', 'carteblanchetv', 'tomorrow', 'regarding', 'property', 'hijacking', 'syndicate', 'declared', 'war', 'criminals']"
3725,"['liked', 'tube', 'video', 'hijacking', 'shootout', 'south', 'africa']"
3726,"['help', 'already', 'made', 'big', 'breakthrough', 'exposing', 'property', 'hijacking', 'syndicate', 'operating', 'gluten', 'estimated', 'value', 'r10mil']"
3727,"['pray', 'crimegun', 'violence', 'rape', 'assault', 'killinghijacking', 'south', 'africa', 'b', 'free', 'jesus', 'name', 'ann7tv', 'abc', 'news', 'online', 'amliveonsafm']"
3728,"['man', 'shot', 'hijacking', 'attempt', 'south', 'africa']"
3729,"['demand', 'trial', 'mbolombo', 'says', 'tango', 'told', 'guy', 'south', 'africa', 'time', 'wants', 'look', 'like', 'fake', 'hijacking']"
3730,"['failed', 'car', 'hijacking', 'pretoria', 'one', 'man', 'comprehend', 'south', 'africa']"
3731,"['abramjee', 'fight', 'slumlords', 'reach', 'stage', 'exposed', 'key', 'members', 'property', 'hijacking', 'syndicate', 'job', 'south']"
3732,"['cape', 'renegade', 'problem', 'corruption', 'alive', 'well', 'sa', 'top', '2', 'bottom', 'many', 'involved', 'building', 'hijacking', 'syndicates']"
3733,"['news', 'wall', 'co', 'za', 'another', 'hijacking', 'video', 'goes', 'viral', 'tim', 'cook', 'south', 'africa']"
3734,"['another', 'hijacking', 'video', 'goes', 'viral', 'tim', 'cook', 'south', 'africa']"
3735,"['abramjee', 'already', 'identified', 'names', 'possible', 'building', 'hijacking', 'syndicate', 'operating', 'job', 'south', 'tenant', 'complaints']"
3736,"['david', 'sakura', 'already', 'identified', 'names', 'possible', 'building', 'hijacking', 'syndicate', 'operating', 'job', 'south', 'tenant', 'complaints']"
3737,"['wat', 'de', 'hell', 'going', 'dis', 'country', 'south', 'africa', 'killinghijacking', 'n', 'shooting', 'leaders']"
3738,"['hijacking', 'motor', 'vehicle', 'blue', 'gum', 'crescent', 'gillitts', 'south', 'africa', '20141030', '0905']"
3739,"['going', 'go', 'way', 'exposed', 'property', 'hijacking', 'illegal', 'eviction', 'syndicate', 'job', 'south', 'pls', 'report', 'incidents', 'us']"
